,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,score
74,Tue Oct 31 01:19:04 +0000 2023,1719162034007506948,"work! mau nanya dong, kakak yang kerja tapi pakenya ojek online, sebulan abis berapa yaa pp??",1,2,0,1,in,1244597361826885636,1719162034007506948,worksfess,https://twitter.com/worksfess/status/1719162034007506948,negative,0.9991637468338013
75,Tue Oct 31 01:12:50 +0000 2023,1719160465170075915,"@kegblgnunfaedh Untuk pembelajaran kita semua kalo mau ojek online lain kali harus lewat aplikasi jika tanpa aplikasi di hawatir kan jika sudah sampai tujuan akan diketok harga dan susah akan melapor, digaris bawahi ini tidak semua hanya untuk  oknum saja.",0,0,0,3,in,1296353968356864000,1719025347692536133,yogisixbread,https://twitter.com/yogisixbread/status/1719160465170075915,negative,0.9998482465744019
76,Tue Oct 31 00:35:04 +0000 2023,1719150961179164834,"Pesanan Spesial Pelanggan untuk Driver Ojek Online, Minta Dibelikan Nasi Hainan Langsung dari Singapura https://t.co/Kk3pIeqVMe",0,1,0,0,in,47596019,1719150961179164834,liputan6dotcom,https://twitter.com/liputan6dotcom/status/1719150961179164834,neutral,0.9995703101158142
77,Mon Oct 30 23:42:22 +0000 2023,1719137702233403466,"@kegblgnunfaedh Agar tidak terjadi lagi penipuan tarif, kita harus tetap menggunakan harga aplikasi. Selain itu, pemerintah dan perusahaan ojek online juga harus berpihak kepada para driver ojek online dengan menjadikan mereka sebagai karyawan, bukan mitra.",0,0,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137702233403466,negative,0.8049101829528809
78,Mon Oct 30 23:42:18 +0000 2023,1719137685439479995,"@kegblgnunfaedh Penipuan tarif ojek online adalah tindakan yang tidak dibenarkan. Namun, kita juga harus memahami kondisi yang dihadapi para driver ojek online.",0,0,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137685439479995,neutral,0.9987912774085999
79,Mon Oct 30 23:41:38 +0000 2023,1719137517197476154,@kegblgnunfaedh Ini yang harus di revolusi. Semua perusahaan ojek online itu harus merekrut para sopir ojeknya sebagai karyawan gitu loh. Harus memperlengkapi mereka dengan kendaraan. Atau kalau mau memakai kendaraan si si driver ya harus bayar sewa dong.,0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137517197476154,negative,0.9986571073532104
80,Mon Oct 30 23:41:30 +0000 2023,1719137481327829201,@kegblgnunfaedh Emang boleh driver ojek online untuk membentuk Serikat Pekerja? Karena undang-undang aja belum tentu menerima mereka sebagai definisi pekerja kalau posisi mereka adalah Mitra.,0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137481327829201,neutral,0.9600033164024353
81,Mon Oct 30 23:40:37 +0000 2023,1719137259574935842,"@kegblgnunfaedh Tapi sebagai Mitra, apakah posisinya setara? Apakah semua driver ojek online itu dapat BPJS kesehatan? BPJS Ketenagakerjaan? Atau harus bayar sendiri? Apakah mereka mendapatkan dana pensiun?",0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137259574935842,neutral,0.9903593063354492
82,Mon Oct 30 23:40:10 +0000 2023,1719137146689532274,"@kegblgnunfaedh Nah, memang banyak banget yang harus dikritik dari aplikasi ojek online ini. Terutama bahwa sampai dengan sekarang status para driver ojek online ini adalah Mitra bukan karyawan.",0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719137146689532274,negative,0.9892951846122742
83,Mon Oct 30 23:39:24 +0000 2023,1719136953847968205,@kegblgnunfaedh Mungkin itu yang membuat si driver ojek online ini meminta penumpangnya untuk enggak usah pakai aplikasi kita pakai harga kesepakatan aja.,0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719136953847968205,neutral,0.9794216156005859
84,Mon Oct 30 23:39:09 +0000 2023,1719136889817772178,"@kegblgnunfaedh Sementara ketika budaya ojek online ini sudah besar dan masyarakat sudah ketergantungan dengan ojek online, lalu aplikator menaikkan tarifnya dan mengambil keuntungan yang sangat besar. Sehingga yang terhimpit di sini driver ojek onlinenya dan penumpangnya.",0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719136889817772178,positive,0.9992144107818604
85,Mon Oct 30 23:38:42 +0000 2023,1719136778870042837,"@kegblgnunfaedh Ini adalah masalah dengan kapitalisme. Dulunya, aplikator ojek online ini banyak ngebakar uang dari investor untuk kasih promo-promo yang akhirnya mematikan ojek-ojek konvensional dan mengubah budaya masyarakat jadi ke ojek online.",0,1,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719136778870042837,negative,0.9994000196456909
86,Mon Oct 30 23:38:25 +0000 2023,1719136708342735211,"@kegblgnunfaedh Pada dasarnya, tindakan ini adalah penipuan dan sangat layak untuk dilaporkan baik ke aplikasi maupun pihak berwenang. Namun, di balik semua itu, kita juga harus sadar bahwa kemungkinan para ojek online yang menipu itu tertekan oleh kondisi.",0,4,0,0,in,1650371755939368962,1719025347692536133,lupaabsen,https://twitter.com/lupaabsen/status/1719136708342735211,negative,0.9997439980506897
87,Mon Oct 30 23:04:21 +0000 2023,1719128131985150274,"@kegblgnunfaedh Kalo gw dapat opangan kaya gitu sebagai driver ojek online sesuai kesepakatan harga di awal antar penumpang, ga pernah ambil keuntungan minta lebih lagi, karena ga berkah, biar sedikit tapi berkah buat anak istri.",0,1,0,58,in,1679981193155219459,1719025347692536133,setiawananto31,https://twitter.com/setiawananto31/status/1719128131985150274,positive,0.9647210240364075
88,Mon Oct 30 22:46:43 +0000 2023,1719123695229366605,"@Outstandjing Indon memang mudah terbuai ilusi harga, ga inget dulu apa jaman ojek online atau marketplace bakar duit~ dipuji2 berlebihan...pas harga udah normal, baru kelabakan...",0,0,0,0,in,60520014,1718914771058376893,andrinuggraha,https://twitter.com/andrinuggraha/status/1719123695229366605,negative,0.9998589754104614
89,Mon Oct 30 22:30:37 +0000 2023,1719119646157373760,"@kegblgnunfaedh Ya kalo offline ga usah bawa2 ojol , singkatan ojol itu ojek online... Kalo ada apa2 di jalan kan pihak aplikasi yang tanggung jawab....   Jaket mah bisa di beli harga 150rb, kok berasa kaya smua ojol di salahin...",0,0,0,0,in,1375681272555560960,1719025347692536133,Ikonurp1,https://twitter.com/Ikonurp1/status/1719119646157373760,negative,0.9997135996818542
90,Mon Oct 30 19:40:32 +0000 2023,1719076843025051660,"mana gue dah kzl karena d words trs ketipu ojek sialan, blm lg panasnya ancol, tuh satpam negor satpam dipintu timur emang ada konser apaan dah?emng ada acara ya?"" :) smbl nunggu ojek online dtng lo tau? Gue ngoceh sendiri benern sekzl itu""",0,0,0,0,in,884675970044641280,1719073943368384626,imhappy320,https://twitter.com/imhappy320/status/1719076843025051660,negative,0.9998286962509155
91,Mon Oct 30 16:46:15 +0000 2023,1719032981510308063,@dewyewy2 Halo mba aku masih bujangan Belum pernah gituan Aku kelahiran 94 umur 29 Aku kerja narik ojek online mba Barangkali mau ketemu boleh ngga mba?,0,0,0,3,in,1714006534420942848,1718676394027487416,Masnana4699,https://twitter.com/Masnana4699/status/1719032981510308063,negative,0.9996129870414734
92,Mon Oct 30 16:34:15 +0000 2023,1719029962366398677,"@YantoTerop @jembermfs Kalo aplikasi sih gak ada, tapi ketika transaksi ojek terjadi via aplikasi semisal WA sudah termasuk online. Contohe yo bangjek.",0,2,0,1,in,788454995477798912,1719008772126113857,romeoagresif,https://twitter.com/romeoagresif/status/1719029962366398677,negative,0.9990803003311157
93,Mon Oct 30 16:22:33 +0000 2023,1719027016442527843,@jembermfs Harga di aplikasi ojek online emang lebih mahal 20% dari harga normal (ketentuan buat daftar segitu setauku).  Tapi ada beberapa resto yg menaikan harga diatas 20% (demi untung) ada juga yang nerapin harga normal (sama dengan beli langsung di resto),0,0,0,0,in,1386526913233965056,1719020085472625039,mendingtidorr,https://twitter.com/mendingtidorr/status/1719027016442527843,positive,0.9092908501625061
94,Mon Oct 30 16:22:13 +0000 2023,1719026931071615158,"@doktermarket bapak gue driver gojek, pengalaman puluhan tahun jd supir &amp  ojek online ini one of the worst.  kata bapak, harusnya perusahaan2 transportasi ini diberi syarat mutlak:  minimal harus punya sekian armada, baru bisa punya izin, biar tau susahnya ngerawat kendaraan,"" begitu sarannya""",0,1,0,0,in,1311990907353219072,1718621890284343602,idoymaridoy,https://twitter.com/idoymaridoy/status/1719026931071615158,negative,0.9295797944068909
95,Mon Oct 30 16:14:02 +0000 2023,1719024875648765953,Tapi sulit keadaan sekarang dimana masih butuh aplikasi seperti ojek online dan semuanya serba WA...,0,1,0,0,in,1205740266885283840,1718783066133729304,aldislikee,https://twitter.com/aldislikee/status/1719024875648765953,negative,0.998921275138855
96,Mon Oct 30 15:10:03 +0000 2023,1719008772126113857,"wkwkwk sesok demo ne bukan perkara jalan satu arah, tapi menuntut soal janji pemerintah menertibkan aplikasi ojek online ilegal, ojok panik disek rek /jbrfess/",1,1,2,11,in,1188692236172578816,1719008772126113857,jembermfs,https://twitter.com/jembermfs/status/1719008772126113857,neutral,0.9981197714805603
97,Mon Oct 30 14:53:22 +0000 2023,1719004572491079804,Driver Ojek Online https://t.co/acKDPfjA7R,0,0,0,0,da,1499955021164990464,1719004572491079804,ArArosokhi1,https://twitter.com/ArArosokhi1/status/1719004572491079804,neutral,0.9996908903121948
98,Mon Oct 30 14:05:49 +0000 2023,1718992605441409308,sangat mengingatkan gweh pada cerita seseorang yang pesen ojek online namanya diskon... taunya DIKSON YAALLAH LUCUBGT,0,1,0,7,in,1115527493522345990,1718992605441409308,istrirajaminyak,https://twitter.com/istrirajaminyak/status/1718992605441409308,positive,0.7723039388656616
99,Mon Oct 30 13:20:06 +0000 2023,1718981101254062133,"Lagi Asik Berkendara, Malah Ketemu Driver Ojol Bonceng Penumpang Dengan Cara Tidak Biasa: Seorang driver ojek online (ojol) mengangkut penumpang dengan gaya yang tak biasa https://t.co/3IH1Kjku6o https://t.co/ALIv4aNcTh",0,0,0,1,in,117686358,1718981101254062133,otosia,https://twitter.com/otosia/status/1718981101254062133,neutral,0.5127370357513428
100,Mon Oct 30 13:16:21 +0000 2023,1718980158592578014,"@tanyakanrl kasian tau driver nya, dulu sering naik ojek online dan bintang tuh pengaruh banget. ada yg cerita bintang dia jelek gara gara customernya iseng",0,0,0,0,in,1626399554261356544,1718898056190710193,bbyhwany,https://twitter.com/bbyhwany/status/1718980158592578014,negative,0.9998493194580078
101,Mon Oct 30 12:56:24 +0000 2023,1718975137155080495,@txtdrimedia Apa kabar para driver ojek online ??,0,0,0,0,da,1649438574402740232,1718960949468508426,fbpratama_,https://twitter.com/fbpratama_/status/1718975137155080495,neutral,0.9996092915534973
102,Mon Oct 30 12:24:49 +0000 2023,1718967190769283304,@Heraloebss Ini yg ngerusak nama baik ojek online...,0,0,0,0,in,1706665257954095104,1718840959583289349,ariefalfar96529,https://twitter.com/ariefalfar96529/status/1718967190769283304,negative,0.9918925762176514
103,Mon Oct 30 11:48:10 +0000 2023,1718957967587094561,eanjer kasian bgt driver ojek online potongannya gede bgt bjir??? gue order gojek harganya 21k sampe abang gojeknya cuma 13.8k…,0,0,0,0,in,1689978268030742528,1718957967587094561,apaantuechhh,https://twitter.com/apaantuechhh/status/1718957967587094561,negative,0.9997711777687073
104,Mon Oct 30 10:53:39 +0000 2023,1718944245338493087,@ms_coffeelovers Terus ngapain dong? Pesen makan di ojek online?,0,0,0,0,in,1197893633220866048,1718924662456103229,HungryDemonn,https://twitter.com/HungryDemonn/status/1718944245338493087,negative,0.9978220462799072
105,Mon Oct 30 10:27:12 +0000 2023,1718937590278324243,"Kalau mager sit up dll, mau latih otot perut coba naik ojek online yg jok motornya licin deh BEUH KERASA COY NI PERUTT NAHAN BIAR GA NYORODOT MULUUU!",0,1,0,0,in,1068294978,1718937590278324243,rnasyha,https://twitter.com/rnasyha/status/1718937590278324243,negative,0.9994145631790161
106,Mon Oct 30 10:03:58 +0000 2023,1718931743833829800,"Itu msh akun berita. masuk akun bank, atau ojek online jg udah dll. Man.utd vs everybody memang betul adanya 😆🫰🏻",0,0,0,0,in,299231141,1718931743833829800,faisaldz_,https://twitter.com/faisaldz_/status/1718931743833829800,neutral,0.6249026656150818
107,Mon Oct 30 09:48:11 +0000 2023,1718927769856520277,"@unnesmenfess 20 menit huhu itu kalo apk ojek online udah dimarahin di tempat😭""",0,0,0,0,in,1561046930771578880,1718283851552936257,churros549,https://twitter.com/churros549/status/1718927769856520277,negative,0.9987179040908813
108,Mon Oct 30 09:22:50 +0000 2023,1718921392660660375,"@Heraloebss order ojek online tanpa aplikasi udah pasti 90% kek gini deh ujungnya, mending deal terus bayar diawal aja sblm naik kasih duitnya",0,0,0,0,in,1396081271760171009,1718840959583289349,adiknyakante,https://twitter.com/adiknyakante/status/1718921392660660375,negative,0.9998008608818054
109,Mon Oct 30 09:08:19 +0000 2023,1718917738683650233,@doktermarket Jd pendiri pasar ojek online di indonesia. Tp skrg malah coba ngikutin cara pesaing yg baru lahir untuk jaga eksistensi. Miris sekali.,0,0,0,0,in,112705484,1718621890284343602,11yud_kris,https://twitter.com/11yud_kris/status/1718917738683650233,negative,0.999830961227417
110,Mon Oct 30 07:42:49 +0000 2023,1718896222587752780,"@Heraloebss Aku trust issue sama Ojek Online, mohon maaf, tapi yang nipu aku Juga Ojek driver ojek Online",0,0,0,1,in,1226442322792996870,1718840959583289349,adaam22i,https://twitter.com/adaam22i/status/1718896222587752780,negative,0.9991288781166077
111,Mon Oct 30 07:39:59 +0000 2023,1718895507874185270,"alasan macan apa sii, ada yang namanya ojek online btw https://t.co/u2FqlXKve3",0,0,0,0,in,1464302098795929616,1718895507874185270,cacaca753,https://twitter.com/cacaca753/status/1718895507874185270,negative,0.9990585446357727
112,Mon Oct 30 06:23:52 +0000 2023,1718876352605261861,"Kalo saya jadi salah satu bacapres, saya datang ke istana naik taxi, bisa yang online bisa yang konvensional, malah mungkin naik ojek, seru, banyak yang mengartikan pasti",0,2,0,0,in,59111768,1718876352605261861,audhityahaha,https://twitter.com/audhityahaha/status/1718876352605261861,positive,0.9991776347160339
113,Mon Oct 30 05:49:00 +0000 2023,1718867578129641698,"Kanit Binmas Iptu Titik Aryani, S.H. ajak para abang Ojek Online untuk turut menjaga situasi keamanan ketertiban pada masa Pemilu. https://t.co/o7oTNLbNwY",0,0,0,0,in,1351103701734338560,1718867578129641698,LaweyanPolisi,https://twitter.com/LaweyanPolisi/status/1718867578129641698,neutral,0.9997071623802185
114,Mon Oct 30 05:42:52 +0000 2023,1718866034428694949,"Nasi be celeng men repot idola para ojek online,makan...☺️😊🤭 https://t.co/Xo0dgFBrtk",0,0,0,0,in,1509931444378169349,1718866034428694949,Mdbagusolshop,https://twitter.com/Mdbagusolshop/status/1718866034428694949,negative,0.9423242211341858
115,Mon Oct 30 05:18:10 +0000 2023,1718859821217407202,"Kecelakaan Ojek Online, Polisi Temukan 17 Paket Sabu di Jaket Korban https://t.co/uoE60bYA3h",0,1,0,2,in,71436318,1718859821217407202,KompasTV,https://twitter.com/KompasTV/status/1718859821217407202,neutral,0.999448835849762
116,Mon Oct 30 05:15:36 +0000 2023,1718859175495897257,Ini alesan aku udah ngga mau coba coba lagi pesen ojek online tapi di luar aplikasi. Pernah kejadian juga di kokas soalnya ke stasiun harusnya cuma 18k tapi dia minta trf 23k 😭   Sepanjang perjalanan takuuuutt banget soalnya orangnya serem,0,0,0,1,in,1459878550610186242,1718859175495897257,kintanmarc,https://twitter.com/kintanmarc/status/1718859175495897257,negative,0.9998218417167664
117,Mon Oct 30 05:09:11 +0000 2023,1718857558260342834,"@Heraloebss Di jakarta jng mau diakalin tarif offline tai anjing, ujung ujungnya getok harga, bahkan mungkin mereka bukan ojek online alias cuma pake jaketnya doang",0,0,0,0,in,1252195430563115008,1718840959583289349,Ant25716353,https://twitter.com/Ant25716353/status/1718857558260342834,negative,0.9996825456619263
118,Mon Oct 30 04:51:42 +0000 2023,1718853156938092948,"@Heraloebss Guys kalo ada yang nawarin ojek online tanpa aplikasi mending tolak aja, selain karena tarif bisa tiba-tiba berubah tidak sesuai perjanjian, juga faktor safety kalian. Kalo ada apa-apa susah buat trackingnya.",8,7,100,581,in,1243793195118383104,1718840959583289349,threadshopee,https://twitter.com/threadshopee/status/1718853156938092948,negative,0.9997575879096985
119,Mon Oct 30 04:33:27 +0000 2023,1718848566071099423,"Ada bbrp titik emang ga bisa-bisa ambil ojek online, pas geser 5m-an bisa dan harga lebih murah.",0,0,0,0,in,62346858,1718848566071099423,arywahyuni___,https://twitter.com/arywahyuni___/status/1718848566071099423,positive,0.9976810216903687
120,Mon Oct 30 04:15:10 +0000 2023,1718843966085628271,"@Heraloebss Lagi rame ojek online tp offline an gini, harusnya aplikator punya tim sendiri buat nertibin mitra2nya",0,1,0,0,in,1102590021339512833,1718840959583289349,JONGGRINGSALOK0,https://twitter.com/JONGGRINGSALOK0/status/1718843966085628271,neutral,0.9990680813789368
121,Mon Oct 30 03:56:14 +0000 2023,1718839199447867436,@HusinShihab Obrolan 10 anak Motor ojek online....di depan salah satu emperan minimarket... Perubahan yg pasti di inginkan mereka .... 😁😁😁😁,0,0,0,0,in,1467968257256689664,1718489504649240777,agunmukedas,https://twitter.com/agunmukedas/status/1718839199447867436,neutral,0.9970157146453857
122,Mon Oct 30 03:51:56 +0000 2023,1718838117430636843,"aku tau akun ini sepi banget tapi bagi yang lihat twit ini boleh bantu isi, tugas kuliah yang berhubungan sama pengguna aplikasi ojek online mohom bantuannya temen temen https://t.co/aF9Lvu8J6q",0,0,0,0,in,1387373899394916358,1718838117430636843,oshcndyy,https://twitter.com/oshcndyy/status/1718838117430636843,negative,0.9994745850563049
123,Mon Oct 30 03:43:59 +0000 2023,1718836118064607357,@meysone Mending daftar ojek online/kurir kayanya kalo kagi segitu,0,0,0,0,in,501446936,1718810179742073034,TYshu_,https://twitter.com/TYshu_/status/1718836118064607357,neutral,0.9968127608299255
124,Mon Oct 30 03:34:22 +0000 2023,1718833698207138204,@soheexr Ojek online teh.,0,1,0,0,et,1701889142609817600,1718830587862278414,kentouru,https://twitter.com/kentouru/status/1718833698207138204,neutral,0.9996867179870605
125,Mon Oct 30 03:09:39 +0000 2023,1718827478498844692,"@wattpadmenfess_ Soto ayam, coto makassar, sup apa aja, bakso anget, semuanya bisa diorder pake ojek online kan? Eheheh",0,1,0,0,in,1378183142159212547,1718826309881831521,disorderhigh,https://twitter.com/disorderhigh/status/1718827478498844692,negative,0.6987784504890442
126,Mon Oct 30 03:03:40 +0000 2023,1718825972504641740,@LiatAjaX Alhamdulillah anak gw ga pernah minta macam2 karena tahu kondisi ayah nya yang hanya driver ojek online 🙏,0,0,0,0,in,1679981193155219459,1718585580861419618,setiawananto31,https://twitter.com/setiawananto31/status/1718825972504641740,positive,0.9939659237861633
127,Mon Oct 30 03:02:20 +0000 2023,1718825635613909265,"Buat abang Grab Bike no pol B 3816 ERV yg ngelindes kaki gue pas macet2an di Jl Intan RSPP dan ga minta maaf bahkan malah melototin gue:  Semoga seumur hidup kerjaan anda ttp jadi supir ojek online dan tidak ada leverage kehidupan  Soale minta maaf aja ogah, pdhl simple gesture",0,3,0,0,in,309557328,1718825635613909265,Allebbellaa,https://twitter.com/Allebbellaa/status/1718825635613909265,negative,0.9997405409812927
128,Mon Oct 30 02:28:40 +0000 2023,1718817161681174736,@sbyfess Ngene iki koyok kasus e ojek online sing tetep di oarani terus diantem i oleh a ??,0,0,0,0,in,1144814766482792450,1718810743175589909,sjodi93,https://twitter.com/sjodi93/status/1718817161681174736,neutral,0.9986625909805298
129,Sun Oct 29 23:17:48 +0000 2023,1718769129925280047,"ᅠᅠ ᅠᅠ Naik ojek online di senin pagi yang cerah untuk menikmati hiruk pikuk Jakarta. Selamat pagi semua, semoga hari ini dikelilingi hal baik. ᅠᅠ ᅠᅠ https://t.co/t89yIHDSju",1,2,0,0,in,1083988421297680384,1718769129925280047,Guarrds,https://twitter.com/Guarrds/status/1718769129925280047,positive,0.8899968266487122
130,Sun Oct 29 23:00:00 +0000 2023,1718764649921773960,"Belas Kasihan lewat Telepon Cerdas"" - Apakah pengemudi ojol (ojek online) terlambat mengantarkan makanan pesanan Anda? Anda bisa menggunakan telepon Anda dan memberinya nilai satu bintang. Apakah pemilik toko... https://t.co/3RvT7M2oIa #santapanrohani""",0,0,2,6,in,107278608,1718764649921773960,SantapanRohani,https://twitter.com/SantapanRohani/status/1718764649921773960,negative,0.9996113181114197
131,Sun Oct 29 22:42:57 +0000 2023,1718760358280909114,"Serah terima kunci 2019, baru mulai aku tempatin 2021, skrg udh jalan 2 thn tinggal. Alhamdulillah lingkungan baik, tetangga2 baik, akses ojek online sangat mudah juga. Emg beli rumah itu kayak nyari jodoh sih, tergantung berjodohnya di mana",0,0,0,1,in,70928384,1718759645588955602,sari_hasna,https://twitter.com/sari_hasna/status/1718760358280909114,positive,0.999455988407135
132,Sun Oct 29 22:20:00 +0000 2023,1718754583344779291,"Bong Fie Moy Mempawah, 70 seorang pengemudi ojek online (ojol) menjadi korban jambret di jalur lambat Jalan HBR Motik, Gunung Sahari, Kemayoran, Jakarta Pusat. Korban tewas usai terseret pelaku jambret.  #Perampokan #Kemayoran #JakartaPusat  https://t.co/YPpXmcVlUx",0,0,0,1,in,902837643024539651,1718754583344779291,medcom_id,https://twitter.com/medcom_id/status/1718754583344779291,neutral,0.9981555342674255
133,Sun Oct 29 16:26:49 +0000 2023,1718665703866450099,"@yangbikinkangen @tanyakanrl Nggak, ojek online sangat mudah dipesen, banyak cara lain untuk pulang selain ngebonceng cowo orang 🙂",0,0,0,0,in,1292440145136738309,1718605453301780717,sbsbsb198,https://twitter.com/sbsbsb198/status/1718665703866450099,negative,0.9737156629562378
134,Sun Oct 29 16:13:17 +0000 2023,1718662295310782598,"️️ Bendino mengucapkan salam perpisahan sembari menunggu ojek online yang ditumpangi Eloi benar-benar pergi dari hadapannya, kemudian ia akan kembali menjalankan keseharian sebagai budak korporat.  ️️",0,1,0,0,in,2289211302,1706327557426253999,BENDlNO,https://twitter.com/BENDlNO/status/1718662295310782598,neutral,0.9981701374053955
135,Sun Oct 29 16:06:27 +0000 2023,1718660579047686429,"️️ Usai menit-menit berlalu, orang yang ditunggu-ditunggu akhirnya tiba.  “Loh kan cepet,” celetuknya. Ia dan gadis itu pun refleks menuju ke luar lobi untuk menjumpai ojek online yang menjemput Eloi.  ️️",0,1,0,0,in,2289211302,1706327557426253999,BENDlNO,https://twitter.com/BENDlNO/status/1718660579047686429,negative,0.9991589784622192
136,Sun Oct 29 15:19:43 +0000 2023,1718648814964441519,"@tanyakanrl Jokes lawas : si bapak ngelarang anak cewenya pacaran sama tukang ojek, sekarang si bapak jadi ojek online",0,0,0,0,in,1456303449394409472,1718600626685575233,prakosodpw,https://twitter.com/prakosodpw/status/1718648814964441519,negative,0.9577763080596924
137,Sun Oct 29 14:56:25 +0000 2023,1718642953265258573,"@ibay_2011 @Pai_C1 Saya pernah malem2 dorong motor mogok terus di datengin ojek online buat di stut sampe bengkel terdekat, tanpa basa basi banget. Terimakasih orang baik.",0,0,0,0,in,1215593096,1718445839394460025,AnwarPudagafc,https://twitter.com/AnwarPudagafc/status/1718642953265258573,positive,0.9988195300102234
138,Sun Oct 29 14:46:53 +0000 2023,1718640552915378206,"@yangbikinkangen @tanyakanrl Gaboleh. Ojek online banyak sobb, ngapain pake nebeng2 laki orang",0,0,0,0,in,1242780829123674113,1718605453301780717,cococia_,https://twitter.com/cococia_/status/1718640552915378206,negative,0.9994070529937744
139,Sun Oct 29 14:43:45 +0000 2023,1718639764444942387,@yangbikinkangen @tanyakanrl GA BOLEHHH!! ENAK AJA... download apk ojek online noh banyak,0,0,0,0,in,1636876245664411649,1718605453301780717,azrkve,https://twitter.com/azrkve/status/1718639764444942387,negative,0.9960266351699829
140,Sun Oct 29 14:38:56 +0000 2023,1718638552807027014,Siap pesan ojek online dengan tujuan goa terdekat,0,0,0,0,in,782946523067711489,1718638552807027014,muhfadhilnoorr,https://twitter.com/muhfadhilnoorr/status/1718638552807027014,neutral,0.999524712562561
141,Sun Oct 29 14:38:35 +0000 2023,1718638463388614658,"@yangbikinkangen @tanyakanrl Gak boleh, sekarang ojek online banyak 🙏",0,0,0,0,in,1385624970089295877,1718605453301780717,Seungmongmongi1,https://twitter.com/Seungmongmongi1/status/1718638463388614658,neutral,0.946363091468811
142,Sun Oct 29 14:35:45 +0000 2023,1718637753137783267,"ㅤ Setelah sedikit berkutat dengan titik jemput, barulah ia akhirnya menekan tombol pesan pada aplikasi ojek online tersebut. Helaan lega pun keluar ketika benar saja ojek onlinenya ternyata dekat dengan titik jemputnya. ㅤ",0,1,0,0,in,2756385298,1706327557426253999,ELOlSE,https://twitter.com/ELOlSE/status/1718637753137783267,positive,0.6748846769332886
143,Sun Oct 29 14:33:10 +0000 2023,1718637102316105824,"@BENDlNO ㅤ Suasana hening nan canggung pun tercipta sejenak antara mereka berdua, Eloi yang bingung harus ngapain pun hanya berulang kali memainkan ponselnya seolah olah sedang memesan ojek online. ㅤ",0,1,0,0,in,2756385298,1706327557426253999,ELOlSE,https://twitter.com/ELOlSE/status/1718637102316105824,negative,0.9970443844795227
144,Sun Oct 29 13:15:02 +0000 2023,1718617439754461357,"@renjanaka ᅠ Wah, saya cuman bikin satu porsi saja. Kamu mending pesan via ojek online gimana? ᅠ",0,1,0,0,in,1714605956959776768,1718615970745561461,litoergi,https://twitter.com/litoergi/status/1718617439754461357,negative,0.9084152579307556
145,Sun Oct 29 13:09:29 +0000 2023,1718616043223130160,"@kurawa Partai katanya kendaraan Politik untuk seseorang menjadi pejabat negara dan pemerintahan, ya berarti terserah mau pake angkutan model lama angkot, bus yg sumpek banyak copet banyak ngetem nunggu penumpang dll (aturan). atau angkutan model baru ojek online yang nyaman dan cepat.",0,0,0,0,in,2810613572,1718584382330659032,CakielW,https://twitter.com/CakielW/status/1718616043223130160,positive,0.8273714184761047
146,Sun Oct 29 12:01:11 +0000 2023,1718598854092972244,"-dips! selama pengalaman anjem ke stasiun, sender jadi sadar, ngeri liat persaingan antara ojek pengkolan sama ojek online. Gila takut bangett 😭😭🙏",0,3,0,1,in,1177052356925513728,1718598854092972244,undipmenfess,https://twitter.com/undipmenfess/status/1718598854092972244,negative,0.9997901320457458
147,Sun Oct 29 11:45:14 +0000 2023,1718594842203447576,"Korban adalah seorang wanita lansia bernama Bong Fie Moy (70 tahun) warga Jalan Kartini, Sawah Besar, Jakarta Pusat. Kejadian bermula saat korban yang merupakan penumpang ojek online tengah melintas bersama pengemudi ojol di jalan sekitar PRJ Kemayoran https://t.co/wmEP9JBXBh",0,0,0,1,in,1379110019203956738,1718594839473000582,TransonlineTV,https://twitter.com/TransonlineTV/status/1718594842203447576,neutral,0.9994432330131531
148,Sun Oct 29 11:45:14 +0000 2023,1718594839473000582,"Dijambret, Penumpang Ojol Tewas Seketika di Kemayoran  Seorang wanita lansia penumpang ojek online (ojol) tewas seketika seusai terjatuh dari atas sepeda motor setelah menjadi korban penjambretan di Jalan HBR Motik, Kemayoran, Jakarta Pusat, Sabtu (28/10/2023) pagi. https://t.co/IwXP5UgjxG",0,1,0,0,in,1379110019203956738,1718594839473000582,TransonlineTV,https://twitter.com/TransonlineTV/status/1718594839473000582,neutral,0.9986888766288757
