No,created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,label,score
412,Wed Sep 06 01:09:30 +0000 2023,1699228294707855372,"masih gak paham sama usaha kereta cepat ini, ok ada feeder, tapi sampai di Bandung pilihan transportasi cuma ojek online, gak ada transportasi umum yang bisa diandalkan di Bandung  percuma antar kota cepat dan efisien, udah masuk kota tetep aja nangis berdiri",0,4,0,5,in,747190315719622656,1699228294707855372,evnar,https://twitter.com/evnar/status/1699228294707855372,negative,0.8751108646392822
413,Tue Sep 05 23:30:13 +0000 2023,1699203308211306871,"naik transportasi online berasa jadi buron mah ya di sini nih, prefer bawa kendaraan sendiri dan selalu spare time 1 jam lebih awal",0,0,0,0,in,811245416,1699203308211306871,cheesease,https://twitter.com/cheesease/status/1699203308211306871,negative,0.7969110608100891
414,Tue Sep 05 23:29:23 +0000 2023,1699203100538716236,"untuk ukuran kota segede ini transportasi online ribet dan tricky, padahal kalo buat orang bukan asli sini kan harusnya transportasi online ini mempermudah, yg selama ini terjadi malah sebaliknya, disuruh milih lewat jalan mana pula yg aman 🤧",0,0,0,0,in,811245416,1699203100538716236,cheesease,https://twitter.com/cheesease/status/1699203100538716236,negative,0.9995293617248535
415,Tue Sep 05 13:27:36 +0000 2023,1699051656934305858,@kimdoyovngu Wn. Lebih baik gunakan transportasi online saja dulu hyung.,0,1,0,0,in,846618384594698240,1699050367622029545,xeseulgi,https://twitter.com/xeseulgi/status/1699051656934305858,negative,0.639532744884491
416,Tue Sep 05 13:01:12 +0000 2023,1699045014477967545,"Yeay! Online Ticketing segera berlaku di Pelabuhan Jepara dan Pelabuhan Karimunjawa lo !!!  Yuk, yang ingin ke Karimunjawa - Jepara atau sebaliknya bisa menggunakan dua pilihan mode transportasi laut, dengan Kapal Ferry KMP. Siginjai atau dengan Kapal Cepat Express Bahari. https://t.co/2mMrLpqUjS",0,2,0,4,in,1530945264168898560,1699045014477967545,bupati_jepara,https://twitter.com/bupati_jepara/status/1699045014477967545,neutral,0.9812325239181519
417,Tue Sep 05 11:06:42 +0000 2023,1699016198120464634,"Masih ada sebulan lagi sih, tapi duitnya itu lohhh bang Beli tiket konser mah sanggup, biaya transportasi,hotel, dll tuhh yg kagak sanggup Online sediain juga dong Online concert please @OFFICIALBTOB",0,0,0,0,in,1334117286572040192,1699016198120464634,peerraay_irun,https://twitter.com/peerraay_irun/status/1699016198120464634,negative,0.9988511800765991
418,Tue Sep 05 08:53:53 +0000 2023,1698982772608823546,"... memunculkan berbagai macam permasalahan hukum terkait dengan pelanggaran atas karya tersebut, seperti pelanggaran hak ekonomi pada program komputer. Selain itu, memunculkan reaksi beragam seperti kebijakan hadirnya transportasi berbasis Online. (5)",0,0,0,0,in,821897566442786818,1698982772608823546,Prenadamedia2,https://twitter.com/Prenadamedia2/status/1698982772608823546,neutral,0.9994511008262634
419,Tue Sep 05 06:50:32 +0000 2023,1698951732863361302,"@ydm1705 Orang-orang kantor bagian lapangan &amp  satgas Grab sudah tau sih.  Cuma ya mungkin masih belum maksimal pendekatan ke opang &amp  pengurusnya.  Belum lagi KALAU ada sinergitas dengan ormas.   Intinya mah, susah bikin Bandung timur bebas zona merah transportasi online.",0,1,0,0,in,1052797180442959872,1698629606260236519,xojolx,https://twitter.com/xojolx/status/1698951732863361302,negative,0.9995821118354797
420,Tue Sep 05 06:48:06 +0000 2023,1698951120385900933,"Yeay! Online Ticketing segera berlaku di Pelabuhan Jepara &amp  Pelabuhan Karimunjawa lo kangmas mbakyu!  Yuk, yang ingin ke Karimunjawa-Jepara atau sebaliknya bisa menggunakan dua pilihan mode transportasi laut, dgn Kapal Ferry KMP. Siginjai atau dgn Kapal Cepat Express Bahari. (1) https://t.co/SpRiSJ8enZ",10,7,30,65,in,1326289970,1698951120385900933,jeparakabgoid,https://twitter.com/jeparakabgoid/status/1698951120385900933,neutral,0.9187144637107849
421,Tue Sep 05 01:53:30 +0000 2023,1698876982472388834,"Layanan ini menawarkan beragam fitur, termasuk pembayaran di ribuan merchant, pembelian produk digital, belanja online, dan pembayaran transportasi publik.",0,1,0,0,in,504196292,1698873389526769951,javaneutral,https://twitter.com/javaneutral/status/1698876982472388834,neutral,0.997873067855835
422,Tue Sep 05 00:13:21 +0000 2023,1698851775879746039,1. Nyari tiket transportasi ✅ 2. Nyari kos buat dinamika✅ 3. Nyari catering pas dinamika✅ 4. MCU✅ 5. Nyiapin berkas2 6. Daful online 7. Nyiapin barang2 8. Undur diri ptn 9. Farewell tmn2 10. Packing 11. Brgkt ke bintarow,0,2,0,1,in,1414411717249888259,1698849962224992352,tastybywonu,https://twitter.com/tastybywonu/status/1698851775879746039,positive,0.9887563586235046
423,Mon Sep 04 18:04:27 +0000 2023,1698758938873995567,@HaloBCA @BankBCA tolong bgt stok flazz tuh diperbanyak pls!😖tolong ratain sedia banyak di segala tempat offline &amp  online. atau gak pls kasih tau kapan dan jam berapa misalnya mau ada restock flazz gitu.. soalnya ini butuh banget untuk pengguna transportasi sehari-hari. makasih.,1,5,0,0,in,115944383,1698757556477567174,aaaaaardella,https://twitter.com/aaaaaardella/status/1698758938873995567,negative,0.9882408380508423
424,Mon Sep 04 14:55:32 +0000 2023,1698711399567184339,Driver transportasi online sekarang kekar gini ya..?,0,0,0,0,in,1683439779562811392,1698711399567184339,kamaniyakirei,https://twitter.com/kamaniyakirei/status/1698711399567184339,negative,0.996967613697052
425,Mon Sep 04 14:28:38 +0000 2023,1698704628064645161,Pemkot Kediri Gandeng Dishub Luncurkan Transportasi Gratis Bus Satria https://t.co/b8dUmtwyH1,0,0,0,0,in,519914687,1698704628064645161,jatimpos_online,https://twitter.com/jatimpos_online/status/1698704628064645161,neutral,0.9996260404586792
426,Mon Sep 04 14:28:06 +0000 2023,1698704493179961740,Duta zona merah transportasi online juga ada dong pastinya 🤣🤣,0,0,0,0,in,1052797180442959872,1698704493179961740,xojolx,https://twitter.com/xojolx/status/1698704493179961740,neutral,0.9993164539337158
427,Mon Sep 04 12:55:30 +0000 2023,1698681188695859474,"@PRFMnews 1. Cimenyan masuk kota Bandung 2. Hapuskan zona-zona merah transportasi online, integrasi dengan angkot dan opang 3. Fokus masalah transportasi umum, angkot &amp  bus kota 4. Bangun sekolah-sekolah dan rumah sakit baru setiap provinsi 5. Perbaiki aspal yg jelek &amp  bikin jalan baru",0,4,2,6,in,1052797180442959872,1698673105726759130,xojolx,https://twitter.com/xojolx/status/1698681188695859474,positive,0.9538186192512512
428,Mon Sep 04 08:35:15 +0000 2023,1698615695179964526,"Selain itu, memunculkan reaksi beragam seperti kebijakan hadirnya transportasi berbasis Online.  Bagian Keempat, membahas tentang Kejahatan Telekomunikasi. Fenomena ini yang melahirkan berbagai jenis kejahatan siber (Cybercrime) di seluruh dunia. (6)",0,0,0,0,in,821897566442786818,1698615695179964526,Prenadamedia2,https://twitter.com/Prenadamedia2/status/1698615695179964526,neutral,0.9928737878799438
429,Sun Sep 03 22:05:37 +0000 2023,1698457246022131770,"@ridwanhr Sejujurnya emang desa tempat yang enak untuk tinggal. Namun pertimbanganku lebih karena transportasi. Berhubung anak ini gabisa motor / mobil, mengandalkan kendaraan online, kereta, angkot dan lainnya sangat penting 😭",0,0,0,0,in,4665605120,1698311623533039724,arxchiyu,https://twitter.com/arxchiyu/status/1698457246022131770,positive,0.9991728663444519
430,Sun Sep 03 15:01:33 +0000 2023,1698350523295097241,@kegblgnunfaedh Disaat inilah yg namanya transportasi online sangat berperan. @GrabID @gojekindonesia @Lalamove_ID,0,0,0,0,in,1146866008554008576,1698255214871290143,Dee_Bourne_,https://twitter.com/Dee_Bourne_/status/1698350523295097241,neutral,0.7240561842918396
431,Sun Sep 03 13:40:40 +0000 2023,1698330171231948883,Tersedia paket ide bisnis transportasi Online dan Offline   https://t.co/rRzFjCQDyN,0,0,0,0,in,131720346,1698330171231948883,jondivar,https://twitter.com/jondivar/status/1698330171231948883,neutral,0.9994961023330688
432,Sun Sep 03 08:40:04 +0000 2023,1698254521603072208,"@kozirama Bener ini. Sebenernya ga mau beli mobil, tapi lokasi kerja n tinggal sekarang minim transportasi umum, transport online aja jarang yg pick up  :(",0,1,0,0,in,1682793417108230144,1698195912601088065,yaudamah,https://twitter.com/yaudamah/status/1698254521603072208,neutral,0.9963318705558777
433,Sun Sep 03 04:15:25 +0000 2023,1698187919503298966,@Zapeach_ @tanyakanrl Ya ga masalah si kak sekarang kan banyak transportasi online. So kalo ga bisa ya gapapa,0,0,0,0,in,1639264046301196288,1697976437746360670,khzurs,https://twitter.com/khzurs/status/1698187919503298966,negative,0.9997722506523132
434,Sat Sep 02 14:58:56 +0000 2023,1697987479939465455,tp zuzurly yg dinaikin ya Transjakarta lagi juga sih 😭  jrg pake transportasi online kecuali buat dinas kantor 😭,0,0,0,0,in,1269832558713307137,1697987318114922857,yupitoru,https://twitter.com/yupitoru/status/1697987479939465455,negative,0.781221330165863
435,Sat Sep 02 10:27:00 +0000 2023,1697919045570539911,"Ini orang-orang yang ngebela sender di jalur5 gak pernah ngerasain naik KRL and mind your own business kah. Keputusannya emang paling aman pake transportasi umum. Kalo nyetir sendiri bahaya, pake ojol/taxi online juga bisa diapa-apain. Tapi emang paling bener jangan mabok.",0,1,0,1,in,757955453171093504,1697919045570539911,FictionBrocon,https://twitter.com/FictionBrocon/status/1697919045570539911,negative,0.9997225403785706
436,Sat Sep 02 08:49:31 +0000 2023,1697894510771294549,"@adriansyahyasin Dari dulu selalu bingung kalo orang abis mabok dari club/bar gitu pulangnya pada naik apa. Naik umum selain ganggu, jg bahaya buat yg mabok itu sndiri, naik transportasi online jg bahaya, naik kendaraan pribadi lebih bahaya lagi.",0,0,0,0,in,1428367653152837633,1697584562040361295,biarakukasihtau,https://twitter.com/biarakukasihtau/status/1697894510771294549,negative,0.9998433589935303
437,Sat Sep 02 08:39:47 +0000 2023,1697892063277425107,"Aku loyal user transportasi online, tapi makin lama drivernya makin banyak yang ga waras. https://t.co/OCqp9dLhEA",0,0,0,0,in,1672320435919396864,1697892063277425107,mutiaefndi,https://twitter.com/mutiaefndi/status/1697892063277425107,negative,0.9942302703857422
438,Sat Sep 02 08:29:07 +0000 2023,1697889375525507118,Ini pindah ke WA karna salah titik pick up jadi sharelock di WA.  Mungkin bawa senjata tajam itu sebagai alasan safety karna di Medan juga lagi rawan begal.  Tapi nggak perlu deh diceritain sama penumpang.  Tolonglah layanan transportasi online pekerjakan orang yang waras aja.,0,1,0,0,in,1672320435919396864,1697888788989858163,mutiaefndi,https://twitter.com/mutiaefndi/status/1697889375525507118,negative,0.9998469352722168
439,Sat Sep 02 02:01:14 +0000 2023,1697791764512588121,@utfess Solusinya menurutku dateng aja nder ke kantor upbjj nya langsung karena biasanya langsung direspon. Entah kendala transportasi atau apa gpp trabas dulu. Karena kamu kan juga mau segera kuliah. Kalau lewat online emang responnya lama banget wkwk,0,0,0,0,in,1166906230524104704,1697788396343824656,kalaurebahanaja,https://twitter.com/kalaurebahanaja/status/1697791764512588121,negative,0.9934377074241638
440,Fri Sep 01 11:36:07 +0000 2023,1697574047780061447,Driver Ojol Tuntut Tiga Hal Soal Revisi Pergub Atur Tarif Transportasi Online di DIY  #TarifOjol #PergubTarifOjol #OjolYogyakarya  https://t.co/zfWK3MYzJV,0,0,0,0,in,1177104115148578816,1697574047780061447,republikajogja,https://twitter.com/republikajogja/status/1697574047780061447,neutral,0.9995166063308716
441,Fri Sep 01 07:19:34 +0000 2023,1697509487031304382,"Revisi Pergub Aturan Tarif Transportasi Online, DIY Bakal Libatkan berbagai Pihak  #OjolYogyakarta #PergubOjolYogyakarta #TarifTransportasiOnline  https://t.co/UpWmkiQraA",0,0,0,0,in,1177104115148578816,1697509487031304382,republikajogja,https://twitter.com/republikajogja/status/1697509487031304382,neutral,0.9996758699417114
442,Thu Aug 31 22:00:06 +0000 2023,1697368690310947138,"Kehidupan Preethi, perempuan transgender di India berubah berkat sumbangan amal berupa becak listrik. Dulunya ia terpaksa mengemis di jalanan, namun kini memiliki bisnis transportasi online.  https://t.co/z3o9adG76s",0,0,0,1,in,75077164,1697368690310947138,voaindonesia,https://twitter.com/voaindonesia/status/1697368690310947138,neutral,0.9964428544044495
443,Wed Aug 30 13:53:03 +0000 2023,1696883734765597029,"Sepi bgt kaga macet (ini yg paling kaget) karena kalo di indo dimana2 pasti macet dan susah cari transportasi online - org2 yg nntn kebanyakan fokus ke konser drpd fancam - ikut sing along juga seneng dengernya - antri dan tertib Ini pov ku konser kmrn, gatau konser lain gmn",0,0,0,0,in,1008675260781088770,1696883728549589261,taewuiwak,https://twitter.com/taewuiwak/status/1696883734765597029,negative,0.9996634721755981
444,Wed Aug 30 13:08:43 +0000 2023,1696872577283883096,"Grab Sewakan Motor Listrik, Ini Biaya dan Cara Mendapatkannya  Banyak yang penasaran berapa biaya rental ojek Grab Electric yang kerap jadi pertanyaan. Grab merupakan perusahaan penyedia jasa transportasi online asal Malaysia. https://t.co/6hXvp0HxEK",0,1,0,0,in,1379110019203956738,1696872577283883096,TransonlineTV,https://twitter.com/TransonlineTV/status/1696872577283883096,neutral,0.9988704323768616
445,Wed Aug 30 12:41:13 +0000 2023,1696865658594799991,@PT_Transjakarta  bagaimana ini bikin susah aja mau naik Transjakarta pakai kartu Brizzi status online tapi pengisian gagal terus petugas di tanya mau mau kaga kaga .posisi di halte stasiun Jatinegara .jadi sudah naik transportasi umum kalau begini @PT_Transjakarta https://t.co/2JgpFCo73z,0,1,0,0,in,1240244091146756098,1696865658594799991,daffa320,https://twitter.com/daffa320/status/1696865658594799991,negative,0.9955980181694031
446,Wed Aug 30 12:24:32 +0000 2023,1696861457487679964,Kopi Transportasi + Papais,0,0,0,0,in,1386611058,1696861457487679964,lukmana_online,https://twitter.com/lukmana_online/status/1696861457487679964,negative,0.877568244934082
447,Wed Aug 30 10:45:57 +0000 2023,1696836647713907186,OPINI: Kesejahteraan Mitra Transportasi Online  https://t.co/CBx0q8wncq,0,0,0,0,in,243177995,1696836647713907186,TINTAHIJAUcom,https://twitter.com/TINTAHIJAUcom/status/1696836647713907186,neutral,0.9996966123580933
448,Wed Aug 30 10:43:42 +0000 2023,1696836084548932035,OPINI: Kesejahteraan Mitra Transportasi Online  https://t.co/ltMGGi5NFM,0,0,0,0,in,286472930,1696836084548932035,Jabar24Jam,https://twitter.com/Jabar24Jam/status/1696836084548932035,neutral,0.9997071623802185
449,Wed Aug 30 10:10:45 +0000 2023,1696827790958715294,"Perusahaan penyedia layanan transportasi online Maxim terus memperluas cakupan layanan mereka di Indonesia dengan hadir di kota Tulang Bawang Tengah, Lampung.  https://t.co/HFPV1jht23",0,0,0,0,in,1642901922553417728,1696827790958715294,DemokrasiNewsco,https://twitter.com/DemokrasiNewsco/status/1696827790958715294,neutral,0.9996176958084106
450,Wed Aug 30 06:53:06 +0000 2023,1696778051982606379,"🛢️ vs. ⚡: Masa Depan Berkendara! 🏍️⚡ Sudah saatnya beralih ke motor listrik untuk lingkungan yang lebih hijau dan hemat energi. Bye-bye BBM, halo kecepatan dan kebersihan! 🌿  #MotorListrik #BerkendaraRamahLingkungan #ANTERIN #bebaskanpilihanku #Transportasionline https://t.co/DOElsAu3rx",0,0,0,1,in,728148456896798722,1696778051982606379,anterin_id,https://twitter.com/anterin_id/status/1696778051982606379,positive,0.9991900324821472
451,Wed Aug 30 06:13:53 +0000 2023,1696768182462365868,"ga bisa bayangin kalo tinggal di kota selain jakarta depok cibinong ini karna udh terbiasa sama akses transportasi umum yg bisa dibilang gampang bgt,  ada krl mrt lrt, bus trans, angkot, ojek online. udh enak bgt lah",0,0,0,0,in,2953965746,1696768182462365868,crescrentmoon,https://twitter.com/crescrentmoon/status/1696768182462365868,positive,0.9998255372047424
452,Wed Aug 30 05:48:15 +0000 2023,1696761732285546885,"@lrtjabodebek jadi saya gabuang buang waktu, tenaga dan uang buat naik LRT yang ujung ujungnya naik transportasi online juga!!!!!!!!!!!!!!!!!! Udah dm berkali kali, komen di post instagram, up instastory sampe ke twitter GAK ADA respon, kayak complain sama robot🤬🤬🤬",0,1,0,0,in,98140503,1696761352394817551,aninditarzkn,https://twitter.com/aninditarzkn/status/1696761732285546885,negative,0.9996683597564697
453,Wed Aug 30 05:10:10 +0000 2023,1696752145721430068,"Profesional Berpengalaman Harga Terjangkau Free Transportasi Ramah dan Sopan Terapis Pria untuk pria Jasa Pijat Panggilan Online Ke Hotel, Kost, &amp  Apartemen Hanya Melayani Serius order Anda Bayar Setelah Pijat #النصر_الشباب #viralvideo #bubagirl #snapchat #มิสแกรนด์พะเยา https://t.co/6aFuvSsv0b",0,0,0,0,in,1498118745335922689,1696752145721430068,terapispijat5,https://twitter.com/terapispijat5/status/1696752145721430068,positive,0.9946630001068115
454,Wed Aug 30 02:50:28 +0000 2023,1696716991497932889,@Tan_Mar3M 🤣🤣🤣🤣orang itu butuh moda transportasi umum bebas maw pakai kereta LRT drun ..pemerintah menyediakan  Transjakarta dulunya juga sepi skrg ramai 🤣🤣🤣🤣ojek online dulu gak ada skrg ramai ....,0,0,0,0,in,1677844766,1696714654230397356,YoSetiabudi,https://twitter.com/YoSetiabudi/status/1696716991497932889,negative,0.9996330738067627
455,Wed Aug 30 01:06:50 +0000 2023,1696690910657122563,"Ada Waktu Senggang, jangan lupa order Pijat!!! Profesional Berpengalaman Harga Terjangkau Free Transportasi Ramah dan Sopan Terapis Pria untuk pria Jasa Pijat Panggilan Online Ke Hotel, Kost, &amp  Apartemen Hanya Melayani Serius order Anda Bayar Setelah Pijat https://t.co/tVZa5ruvqW",0,0,0,0,in,1498118745335922689,1696690910657122563,terapispijat5,https://twitter.com/terapispijat5/status/1696690910657122563,positive,0.9944027066230774
456,Tue Aug 29 16:22:19 +0000 2023,1696558910327382018,"Rakyat yg mana ini ? Kalau yg di Jakarta oke lah. Kalau yg di daerah gimana ? emang transportasi umum (diluar online)  udah merata ? Spesifik dong kalau kasih himbauan. Tapi, oke lah. Minimal niatnya sudah bagus.",0,0,0,0,in,1271781168,1696558910327382018,fitraadmja,https://twitter.com/fitraadmja/status/1696558910327382018,positive,0.7246795892715454
457,Tue Aug 29 14:14:41 +0000 2023,1696526790263710078,"3c2/ Cost naik taksi online ke hotel (melanjutkan 3c1 di atas). Karena jaraknya masih 15an km, saya memilih menggunakan taksi online instead of ojek online biar pantat nggak gempor, kena lagi deh 81 ribu. Sehingga total cost transportasi urusan lari = 219.5 ribu",0,1,0,0,in,123812296,1696526136417910938,zakkafm,https://twitter.com/zakkafm/status/1696526790263710078,negative,0.9990704655647278
458,Tue Aug 29 13:38:07 +0000 2023,1696517586626953561,"11 Chat Kocak Customer Ojol saat Salah Kirim Barang, Endingnya Malah Bikin Driver Baper!: Dalam era digital yang semakin maju seperti saat ini, kehadiran layanan ojek online atau ojol semakin digemari masyarakat sebagai salah satu alternatif transportasi… https://t.co/GY2UUuv3wD https://t.co/7hzMJI7SUg",0,0,0,0,in,117686358,1696517586626953561,otosia,https://twitter.com/otosia/status/1696517586626953561,neutral,0.6713213324546814
459,Tue Aug 29 13:17:54 +0000 2023,1696512498948792543,"Kehadiran Telkomsel jadi Sebanyak 89 persen dari pengguna digital perkotaan menggunakan platform e-commerce untuk melakukan pembelian, dan 80 persen di antara mereka juga merupakan pengguna platform transportasi online.  #ElevatingYourFuture https://t.co/75tkKeFkDA",0,0,0,0,in,619246710,1696512498948792543,PrayogaTeyo,https://twitter.com/PrayogaTeyo/status/1696512498948792543,neutral,0.9982349872589111
460,Tue Aug 29 12:57:44 +0000 2023,1696507424751161607,"calling out para pengguna transportasi online layanan antar jemput mobil dan motor (gojek, grab, maxim, indrive) dalam 3 bulan terakhir, mohon kesediaannya mengisi survei berikut:  https://t.co/BrfwnioYfj…  segala informasi yang diperoleh  bersifat rahasia.  terimakasiii☺️",0,0,0,0,in,1480195477995806723,1696507424751161607,pejuanggelar_,https://twitter.com/pejuanggelar_/status/1696507424751161607,neutral,0.992983341217041
461,Tue Aug 29 07:48:43 +0000 2023,1696429657762230345,@smartfrencare Kalo saya pake transportasi online sehari PP kena 60rb. Kalo naik motor sendiri 60rb buat beli pertalite bisa dipake 6 hari PP min.,0,1,0,0,in,261096451,1696428969221079435,yudee_yuyud,https://twitter.com/yudee_yuyud/status/1696429657762230345,negative,0.6710927486419678
462,Tue Aug 29 07:45:59 +0000 2023,1696428969221079435,"Teman, kalian kalo berangkat kerja/sekolah biasanya pake transportasi umum, online, atau pake kendaraan pribadi??  Kalo minfren transportasi umum dan online sih, dari rumah naik ojek online terus nyambung Commuter Line sama jalan kaki biar tetap sehat..😁",0,8,0,6,in,376601151,1696428969221079435,smartfrencare,https://twitter.com/smartfrencare/status/1696428969221079435,positive,0.8199824094772339
463,Tue Aug 29 07:12:01 +0000 2023,1696420424157126769,"Dari konser dewa kemarin kalo utk parkir masih susah, kalo bisa mending naik kendaraan umum/transportasi online aja",0,0,0,1,in,748070020379377664,1696420424157126769,m__sana77,https://twitter.com/m__sana77/status/1696420424157126769,negative,0.721507728099823
464,Tue Aug 29 03:54:50 +0000 2023,1696370799727510015,"Selain itu, memunculkan reaksi beragam seperti kebijakan hadirnya transportasi berbasis Online.  Bagian Keempat, membahas tentang Kejahatan Telekomunikasi. Fenomena ini yang melahirkan berbagai jenis kejahatan siber (Cybercrime) di seluruh dunia. (6)",0,0,0,0,in,821897566442786818,1696370799727510015,Prenadamedia2,https://twitter.com/Prenadamedia2/status/1696370799727510015,neutral,0.9928737878799438
465,Tue Aug 29 03:42:22 +0000 2023,1696367662140665901,"@JWHYPESS kenapa di JIS ya, masih kebayang traumanya jalan kaki ada kali 10 kilo dari JIS ke kemayoran gara-gara gaada transportasi mau angkut dan online nembak harga semua",0,0,0,2,in,1691652360718934016,1696177873378537533,BalqiRamadhan,https://twitter.com/BalqiRamadhan/status/1696367662140665901,negative,0.9996215105056763
466,Tue Aug 29 02:45:19 +0000 2023,1696353307781140654,"@PT_Transjakarta @dishubjakarta @DKIJakarta masyarakat perlu transportasi murah ke Bandara. Dari Kampung Rambutan, Terminal Univ Indonesia, Blok M, Senin, Kuningan, Tanah Abang, dll. Skrg mahal semua. Taxi online, taxi conventional.. Mahal semua. 😭.. Sekali jalan hampir 200rb",0,0,0,0,in,2294204310,1696353307781140654,RachmatW_RW,https://twitter.com/RachmatW_RW/status/1696353307781140654,negative,0.9981641173362732
467,Mon Aug 28 15:43:49 +0000 2023,1696186833384960340,Satu2nya transportasi umum ya Ojek Online?? Gue dari Kom Yos mau ke Gaia Mall aja bingung banget naik apa selain si Mio 🙂 karena emg gak ada angkot ataupun bis buat kesana   Transportasi umumnya tolong diperbanyak dan dimodern kan pak/buk biar org2 bisa satsetsatset,0,1,0,0,in,1334268589960953858,1696182123622007087,anothercupcakes,https://twitter.com/anothercupcakes/status/1696186833384960340,negative,0.9981935620307922
468,Mon Aug 28 04:57:31 +0000 2023,1696024188203774388,"@detikcom Armada pribadinya di batasi gunakan transportasi online,satu keluarga bisa memiliki armada lebih dari 5 klo di negara lain mana ada karena pajak kendaraan lebih mahal di luar negri ketimbang di indonesia",0,0,0,0,in,1605862390578307072,1695318657872568476,PanglimaAnom2,https://twitter.com/PanglimaAnom2/status/1696024188203774388,neutral,0.9995037317276001
469,Mon Aug 28 04:55:48 +0000 2023,1696023754076545325,"Imigrasi Baubau dan Kururio Bahas Kerja Sama Layanan Pengantaran Paspor  Kururio (Aplikasi Penyedia Jasa Transportasi Online) yang berbasis di Kota Baubau berkunjung ke Kantor Imigrasi Kelas II Non TPI Baubau (Senin, 28 Agustus 2023). Pertemuan ini berlangsung di Aula Kantor https://t.co/L7OtDuabnK",0,2,0,0,in,3355049599,1696023754076545325,imigrasibaubau,https://twitter.com/imigrasibaubau/status/1696023754076545325,neutral,0.9996531009674072
470,Mon Aug 28 04:45:58 +0000 2023,1696021279126720570,"Ketika Menkeu mengatakan 'pengguna transportasi massal dapat subsidi,' gue merasa seperti sedang berada dalam episode 'Twilight Zone.' Apakah gue  perlu menjalankan ritual mistis agar aplikasi transportasi online memberikan diskon pada hari-hari sepi? 😁",0,0,0,0,in,1397821103679094784,1696021279126720570,5ulam_4ja,https://twitter.com/5ulam_4ja/status/1696021279126720570,negative,0.9987579584121704
471,Mon Aug 28 03:36:16 +0000 2023,1696003739298213990,"2. Kenapa harga offline lebih mahal dari online?  👉🏻WAKTU DAN TENAGA yg digunakan untuk beli offline lebih gede dibanding offline. Harus antri berjam-jam, harus pergi cepet ke offline biar dapat antrian kecil, pengeluaran untuk biaya transportasi ke offline store juga ada, dan…",0,1,0,1,in,1278292466383249408,1696003255774646330,JiraSelling,https://twitter.com/JiraSelling/status/1696003739298213990,negative,0.8057194352149963
472,Mon Aug 28 01:17:27 +0000 2023,1695968806827606040,Akhirnya berangkat magang lebih cepat krn naik transportasi online udah diskon dan gk perlu naik BRT atau maxim 🚌🛵🛵😁,0,0,0,0,in,986509422,1695968806827606040,MaulaRizqia,https://twitter.com/MaulaRizqia/status/1695968806827606040,neutral,0.9899103045463562
473,Sun Aug 27 23:39:28 +0000 2023,1695944145544826958,"calling out para pengguna transportasi online layanan antar jemput mobil dan motor (gojek, grab, maxim, indrive) dalam 3 bulan terakhir, mohon kesediaannya mengisi survei berikut:  https://t.co/W5BaqQ2XWc  segala informasi yang diperoleh  bersifat rahasia.  terimakasiii☺️",0,0,0,0,in,1480195477995806723,1695944145544826958,pejuanggelar_,https://twitter.com/pejuanggelar_/status/1695944145544826958,neutral,0.9877205491065979
474,Sun Aug 27 23:09:34 +0000 2023,1695936622368559348,"@DamriIndonesia min ijin  ngasi masukan dong,   Damri bandara juanda ini slalu molor dan gak pernah berangkat ontime. Mohon dintinjau ulang kebijakannya, supaya dapat makin bersaing dengan moda transportasi lainnya (terutama transport online)",0,1,0,0,in,1637014390829621250,1695936622368559348,bshtbrat,https://twitter.com/bshtbrat/status/1695936622368559348,neutral,0.9643312692642212
475,Sun Aug 27 15:34:45 +0000 2023,1695822162329047198,"Berawal dengan ke pasar sehat cileunyi cuma buat hunting jajan, lalu cekcok dramatis dengan salah satu driver transportasi online, jadi game master side quest CDT dadakan sampe isya (dipotong istirahat sih), sampe mabok beng beng. Agak banyak hal yg tiba-tiba tapi gpp ak suka.",0,0,0,0,in,1642807924702728194,1695822162329047198,fadhilakbarr__,https://twitter.com/fadhilakbarr__/status/1695822162329047198,negative,0.9997751116752625
476,Sun Aug 27 10:47:15 +0000 2023,1695749812405293531,"Tugas kami melayani full... Model bisnis transportasi online perlu ditata ulang utk memberikan jaminan dan kepastian bagi semua pihak, terutama pengguna dan driver. ... #PKSMelayani",0,0,0,1,in,703793544834625538,1695749812405293531,pks_depoksleman,https://twitter.com/pks_depoksleman/status/1695749812405293531,neutral,0.9879739284515381
477,Sun Aug 27 10:29:58 +0000 2023,1695745464300458378,"Polda Metro Jaya,resmi berlakukan sanksi tilang kepada pemilik kendaraan pribadi atau transportasi umum,seperti bus dan taksi online,jika kendaraannya tidak lolos emisi gas buang.Sanksinya berupa denda uang,250.000 untuk roda dua dan 500.000 untuk roda empat.tegas Dirlantas PMJ.",0,0,1,1,in,980097559736721408,1695745464300458378,AlbertSolo2,https://twitter.com/AlbertSolo2/status/1695745464300458378,neutral,0.9966664910316467
478,Sun Aug 27 09:02:47 +0000 2023,1695723523313226168,"emg paling bener naik transportasi mobil online tuh bluebird, naik gojek sm grab drivernya ngoceh mulu ngajak ngobrol, gak tau apa org naik jasa transportasi bukan jasa curhat",0,0,0,0,in,1440314249448886278,1695723523313226168,WibuOnePiece,https://twitter.com/WibuOnePiece/status/1695723523313226168,negative,0.9996986389160156
